Frequency,Monetary,Recency
0.27610968968448774,0.13624162281630664,-0.20149037811535014
-0.8435669106475298,1.285555216632738,-0.8208315201109526
-0.8435669106475298,-0.6317188055213271,2.351933628357748
3.0753011905145318,2.2939242802185134,-0.6252501068491835
-0.8435669106475298,-0.9623227791267851,1.2001764169273292
-0.8435669106475298,0.3719485145115428,1.5044141708900813
-0.8435669106475298,-0.4633182484688322,1.308832757628312
0.27610968968448774,2.7053470491646046,-0.7773689838305595
-0.283728610481521,0.4913916616177362,-1.0055472993026235
0.27610968968448774,2.504115119509155,-0.4513999617276108
-0.8435669106475298,-0.8263898494740112,2.1020240447454874
-0.283728610481521,-0.3385671158043439,0.1679411802679917
0.8359479898504966,0.6867901959768871,-0.9403534948820338
-0.283728610481521,-0.21815398148952794,2.1454865810258803
-0.8435669106475298,-0.8546811430588304,-0.9729503970923287
-0.283728610481521,1.1779405246539119,-0.4622655957977091
-0.283728610481521,1.4612441497944648,-0.5383250342883971
0.27610968968448774,0.6665012968632026,-0.2449529143957433
-0.8435669106475298,-0.5910332309374442,2.3627992624278464
-0.8435669106475298,-0.08134536894008097,-0.7447720816202646
-0.283728610481521,-0.4658779369360301,-0.9077565926717389
-0.8435669106475298,-0.2380656633554149,2.4062617987082393
-0.283728610481521,0.06591755019118471,-0.1362965736947604
0.8359479898504966,2.5886521991495077,-0.7882346179006577
1.3957862900165052,1.4037858797281535,-0.9729503970923287
0.8359479898504966,0.6015660420637604,0.9828637355253634
-0.283728610481521,-0.2937456235392519,-0.7121751794099698
-0.8435669106475298,-0.8895737384801072,2.6453057482504017
1.955624590182514,2.6638935680405624,-0.8534284223212475
-0.8435669106475298,-0.34147707743021094,-0.15802784183495697
-0.8435669106475298,-0.4899120644385621,-0.7882346179006577
0.8359479898504966,1.049861796982066,-0.234087280325645
-0.283728610481521,0.6320667509571084,-0.3318779869565296
-0.283728610481521,2.1644040437782985,-0.6361157409192817
-0.8435669106475298,1.1213444654397093,-0.5274594002182988
0.8359479898504966,0.4113542448618266,0.2765975209689746
-0.8435669106475298,-0.9686546400719589,2.27587418986706
-0.8435669106475298,-0.7782946503798186,2.4931868712690255
-0.8435669106475298,-0.5060246297373449,-0.48399686393790564
-0.8435669106475298,1.222021054467973,0.591700909001825
-0.283728610481521,3.518883404262926,-0.7773689838305595
1.3957862900165052,1.2189629003518994,-0.48399686393790564
1.3957862900165052,2.809243456843712,-0.6687126431295766
-0.283728610481521,-0.14816670997851114,2.3302023602175512
0.27610968968448774,0.5706342277443585,-0.21235601218544842
0.27610968968448774,-0.06090827733619024,-0.2992810847462347
0.27610968968448774,-0.32454271741301216,1.341429659838607
3.0753011905145318,3.4413652598405213,-0.983816031162427
-0.8435669106475298,-0.18151002027490498,0.20053808247828658
-0.8435669106475298,-0.2733758921581821,-0.3318779869565296
0.8359479898504966,0.005023908761002489,-0.8534284223212475
0.27610968968448774,0.00033563725266115893,0.01582230328661566
2.5154628903485228,1.1021063858020324,-1.0164129333727219
-0.283728610481521,1.2901491838291301,0.7438197859832011
-0.8435669106475298,-0.03517667221856899,-0.16889347590505527
-0.8435669106475298,-0.2971675228585585,1.0915200762263464
-0.283728610481521,-0.37857908816001673,-0.7882346179006577
0.27610968968448774,2.2438891067070763,-0.9186222267418372
-0.8435669106475298,-0.7368007531220839,-0.5491906683584954
-0.283728610481521,0.003811424750224556,-0.10369967148446553
-0.8435669106475298,-0.39648343538583797,0.05928483956700882
-0.283728610481521,2.833897298396197,-0.8642940563913458
-0.8435669106475298,-0.8504239769765432,-0.983816031162427
-0.8435669106475298,-0.9025069012617389,-0.7773689838305595
-0.8435669106475298,0.2680925229661279,-0.39707179137711934
-0.8435669106475298,-0.440294524308615,1.6239361456611625
-0.8435669106475298,-0.4767229328102107,-0.5383250342883971
-0.283728610481521,-0.8156391579117799,0.6786259815626113
-0.283728610481521,-0.5021581529474196,-0.8425627882511493
